不可重复,日语原文,中文翻译,使用声音文件,声音开始时间,声音结束时间
828,パソコンを立ち上げる。,启动电脑。,res://assets/sounds/Chapter6_Section5.mp3,118.78,121.58
829,来年、独立を試みるつもりだ。,明年打算尝试独立。,res://assets/sounds/Chapter6_Section5.mp3,123.85,128.25
830,しばらく会社を休んで、育児に専念しようと思う。,想暂时辞去工作，专心带孩子。,res://assets/sounds/Chapter6_Section5.mp3,130.5,136.2
831,前の会社を辞めたことを悔やんでいる。,懊悔辞掉了之前的工作。,res://assets/sounds/Chapter6_Section5.mp3,138.42,142.83
832,退職は、しばらく見送ることにした。,换工作的事先搁置着。,res://assets/sounds/Chapter6_Section5.mp3,145.18,149.54
833,友達を見送りに空港まで行った。,去机场送朋友。,res://assets/sounds/Chapter6_Section5.mp3,149.54,153.99
834,この転職のチャンスを逃したくない。,不想错过这次转职的机会。,res://assets/sounds/Chapter6_Section5.mp3,156.25,160.17
835,仕事でミスが重なり、自信を失った。,工作上重复出错信心也没有了。,res://assets/sounds/Chapter6_Section5.mp3,162.58,167.51
836,退職したかったが、上司に引き止められた。,本想换工作的被上司挽留了。,res://assets/sounds/Chapter6_Section5.mp3,169.87,174.86
837,この仕事には特殊な能力が必要だ。,这个工作需要特定的能力。,res://assets/sounds/Chapter6_Section5.mp3,178.52,183.27
838,明日退職するので、身の回りの物を片付ける。,明天要退职了把身边的东西都收拾好。,res://assets/sounds/Chapter6_Section5.mp3,185.76,191.34
839,会社の状況を見て、退職届を出すつもりだ。,根据公司状况打算提出退职申请。,res://assets/sounds/Chapter6_Section5.mp3,193.57,199.08
840,オリンピックの新しい競技が決まった。,奥运会的新比赛项目决定了。,res://assets/sounds/Chapter7_Section1.mp3,2,6.6
841,8チームが優勝を競って戦っている。,8支队伍为冠军而决战。,res://assets/sounds/Chapter7_Section1.mp3,8.98,13.88
842,次の試合で人気チーム同士が戦う。,下一场比赛是很受欢迎的两队之战。,res://assets/sounds/Chapter7_Section1.mp3,16.41,20.98
843,ライバルの選手と勝負して、負けた。,和竞争对手决胜负，结果输了。,res://assets/sounds/Chapter7_Section1.mp3,23.42,27.58
844,この試合は、なかなか勝敗が決まらない。,这场比赛胜败难卜。,res://assets/sounds/Chapter7_Section1.mp3,29.85,34.82
845,ついに、我々のチームが大きな試合で勝利した。,我队终于在大规模比赛上获胜了。,res://assets/sounds/Chapter7_Section1.mp3,37.01,42.87
846,ずっと優勝を逃していた選手が、とうとうライバルを破った。,一直与冠军擦肩的选手终于击败了竞争对手。,res://assets/sounds/Chapter7_Section1.mp3,45.05,51.96
847,今日こそ敵をやっつけよう。,今天一定要干掉敌人。,res://assets/sounds/Chapter7_Section1.mp3,54.24,57.86
848,逆転でライバルに敗れてしまった。,形势逆转，输给竞争对手了。,res://assets/sounds/Chapter7_Section1.mp3,60.11,64.63
849,優勝候補の選手が、積極的に相手を攻めている。,冠军候补选手积极地朝对手进攻。,res://assets/sounds/Chapter7_Section1.mp3,66.82,73.3
850,試合の最後に逆転した。,比赛在最后形式逆转。,res://assets/sounds/Chapter7_Section1.mp3,75.4,79.04
851,10時から開会式が行われる。,10点开始举行开幕仪式。,res://assets/sounds/Chapter7_Section1.mp3,81.23,85.64
852,大雨で試合が中断された。,因大雨比赛中止了。,res://assets/sounds/Chapter7_Section1.mp3,88,91.92
853,同点で試合は延長になった。,由于平分比赛时间延长了。,res://assets/sounds/Chapter7_Section1.mp3,94.36,98.6
854,選手達の勇ましい声で、試合が始まった。,选手们用振奋人心的呼声揭开了比赛序幕。,res://assets/sounds/Chapter7_Section1.mp3,101.35,106.76
855,このチームは勢いがあるので、勝つだろう。,这个队很有气势，能赢吧。,res://assets/sounds/Chapter7_Section1.mp3,109.17,113.66
856,この火事は火の勢いが強くて、消すことができない。,这场火的火势太大灭不了。,res://assets/sounds/Chapter7_Section1.mp3,113.66,119.11
857,去年の優勝チームはさすがに強い。,去年的冠军队到底是强大啊。,res://assets/sounds/Chapter7_Section1.mp3,123.27,128.26
858,競技場に多くの観客が集まった。,竞技场里聚集了很多观众。,res://assets/sounds/Chapter7_Section1.mp3,130.56,135.54
859,試合前に敵と味方に分かれて練習する。,比赛前，分敌我双方进行练习。,res://assets/sounds/Chapter7_Section1.mp3,137.74,143.69
860,グラウンドに観客の声が響いた。,运动场上人声鼎沸。,res://assets/sounds/Chapter7_Section1.mp3,146.22,150.91
861,去年より上の順位を目指したい。,争取比去年更高的排名。,res://assets/sounds/Chapter7_Section1.mp3,152.87,157.07
862,あの選手のトレーナーは厳しいらしい。,那个选手的教练员好像很严厉。,res://assets/sounds/Chapter7_Section1.mp3,159.73,164.16
863,このトレーナーは動きやすくて便利だ。,这种训练服穿着活动自如很方便。,res://assets/sounds/Chapter7_Section1.mp3,164.16,168.36
864,有名な選手に指導を受ける。,请有名的选手指导。,res://assets/sounds/Chapter7_Section1.mp3,170.91,175.11
865,今年から新しいトレーニング法を取り入れている。,今年开始引进了新的训练方法。,res://assets/sounds/Chapter7_Section1.mp3,177.46,182.98
866,優勝するために毎日ハードな練習をこなす。,为了获胜每天完成高强度练习。,res://assets/sounds/Chapter7_Section1.mp3,185.3,191.27
867,彼は世界に通用する選手になるはずだ。,他应该能成为一名全世界通行的选手。,res://assets/sounds/Chapter7_Section1.mp3,193.59,198.6
868,彼女の技は誰もまねできない。,她的技能谁都模仿不了。,res://assets/sounds/Chapter7_Section1.mp3,200.64,205.08
869,彼は今にきっと一流の選手になる。,他不久一定能成为一流选手。,res://assets/sounds/Chapter7_Section1.mp3,207.27,212.66
870,そんな格好で外出するのは、やめなさい。,不要打扮成这样出门。,res://assets/sounds/Chapter7_Section2.mp3,2.21,6.76
871,この女優の持ち物は全て有名ブランド品だ。,这个女演员的随身物品都是大牌。,res://assets/sounds/Chapter7_Section2.mp3,9.03,14.96
872,先生が身につけているものはセンスがいい。,老师的穿着很有品位。,res://assets/sounds/Chapter7_Section2.mp3,17.36,22.33
873,日本語を勉強して、会話力を身につけたい。,想学日语掌握会话能力。,res://assets/sounds/Chapter7_Section2.mp3,22.33,27.55
874,彼女はセンスがよく、とても個性的だ。,她的品位很好，非常有个性。,res://assets/sounds/Chapter7_Section2.mp3,29.74,34.72
875,弟はセンスが悪く、服装がダサい。,弟弟没品位，穿着很土。,res://assets/sounds/Chapter7_Section2.mp3,36.84,42.02
876,この帽子は私にはいまひとつ似合わない。,这个帽子对我来说还差一点，不怎么合适。,res://assets/sounds/Chapter7_Section2.mp3,44.5,49.77
877,彼女はモデルみたいにスタイルがいい。,她身材很好，就像模特一样。,res://assets/sounds/Chapter7_Section2.mp3,51.94,56.72
878,これが私のライフスタイルだ。,这就是我的生活方式。,res://assets/sounds/Chapter7_Section2.mp3,56.72,60.58
879,彼は足元のおしゃれにも、こだわっている。,他连脚上的行头都很注重。,res://assets/sounds/Chapter7_Section2.mp3,62.98,68.31
880,このスカートはウエストがきつい。,这条裙子腰围太紧了。,res://assets/sounds/Chapter7_Section2.mp3,70.47,74.72
881,妹は見た目は派手だが、性格は地味だ。,妹妹看上去很显眼，但性格却很朴实。,res://assets/sounds/Chapter7_Section2.mp3,77.01,82.7
882,彼女の服装は街の中でも人目を引く。,她的穿着在路上很引人注目。,res://assets/sounds/Chapter7_Section2.mp3,85.06,90.55
883,この服は色彩は豊かだが、派手ではない。,这件衣服虽然色彩丰富但不是太刺眼。,res://assets/sounds/Chapter7_Section2.mp3,92.72,98.37
884,妹は華やかな色が似合う。,妹妹适合耀眼的颜色。,res://assets/sounds/Chapter7_Section2.mp3,100.75,105.14
885,鮮やかなピンクのシャツが欲しい。,想要一件清新的粉色的衬衫。,res://assets/sounds/Chapter7_Section2.mp3,107.74,111.78
886,上着とバッグの色を統一する。,统一外套和包的颜色。,res://assets/sounds/Chapter7_Section2.mp3,114.33,118.5
887,このTシャツはフリーサイズだ。,这件T恤衫是均码的。,res://assets/sounds/Chapter7_Section2.mp3,120.98,124.64
888,この服はデザインは好みだが、ぶかぶかだ。,这件衣服的设计我很喜欢，就是太宽大了。,res://assets/sounds/Chapter7_Section2.mp3,128.59,133.79
889,社長のスーツの生地は上等だ。,社长西装的面料很上等。,res://assets/sounds/Chapter7_Section2.mp3,136,140.23
890,綿の服は着心地が、とてもいい。,棉制衣服穿起来很舒服。,res://assets/sounds/Chapter7_Section2.mp3,142.14,146.4
891,オーダーメイドでスーツを作った。,定制了西装。,res://assets/sounds/Chapter7_Section2.mp3,148.98,152.92
892,夏はサングラスが欠かせない。,夏天少不了墨镜。,res://assets/sounds/Chapter7_Section2.mp3,155.36,159.05
893,このシャツはボタンが取れやすい。,这件衬衫的纽扣很容易掉。,res://assets/sounds/Chapter7_Section2.mp3,161.89,165.96
894,新しい浴衣を着て、花火大会に行きたい。,穿着新浴衣去烟火大会。,res://assets/sounds/Chapter7_Section2.mp3,168.21,173.46
895,週末のイベントが楽しみだ。,期待周末的活动。,res://assets/sounds/Chapter7_Section3.mp3,2,6
896,大好きなアイドルのコンサートには必ず行く。,非常喜欢的偶像的演唱会一定要去。,res://assets/sounds/Chapter7_Section3.mp3,8.1,13.42
897,アイドルがステージに現れた。,偶像出现在了舞台上。,res://assets/sounds/Chapter7_Section3.mp3,15.72,19.51
898,会場の空気にファン達は興奮した。,会场的气氛让粉丝们都兴奋起来了。,res://assets/sounds/Chapter7_Section3.mp3,21.91,27
899,会場に続々と人が集まった。,会场内源源不断聚集了很多人。,res://assets/sounds/Chapter7_Section3.mp3,30.83,35.31
900,父は演劇を見に行くのが趣味だ。,去看话剧是父亲的爱好。,res://assets/sounds/Chapter7_Section3.mp3,37.48,41.95
901,今度の日曜に、劇場に芝居を見に行く。,这个星期天去剧场看表演。,res://assets/sounds/Chapter7_Section3.mp3,44.24,50.02
902,好きな役者が出る演劇を見に行った。,去看了喜欢的演员出演的话剧。,res://assets/sounds/Chapter7_Section3.mp3,52.04,56.33
903,主役は今一番人気がある女優だ。,主演是当今最受欢迎的女演员。,res://assets/sounds/Chapter7_Section3.mp3,58.59,65.35
904,役者はセリフを覚えるのも仕事だ。,对演员来说背台词也是工作。,res://assets/sounds/Chapter7_Section3.mp3,65.73,70.16
905,親に、よくそんなセリフが言えるわね。,你居然对父母说得出这种话。,res://assets/sounds/Chapter7_Section3.mp3,70.16,74.44
906,あの俳優はかっこいいが、演技は下手だ。,那个演员虽然很帅但演技太差。,res://assets/sounds/Chapter7_Section3.mp3,76.55,81.4
907,彼女が泣いたのは、きっと演技だ。,她哭肯定是装出来的。,res://assets/sounds/Chapter7_Section3.mp3,81.4,85.41
908,月に１回はオーケストラを聴きに行く。,每月去听一次管弦乐。,res://assets/sounds/Chapter7_Section3.mp3,88.23,93.07
909,リズムに合わせて、みんなで踊る。,跟着节奏大家一起舞动。,res://assets/sounds/Chapter7_Section3.mp3,95.37,99.48
910,家で映画を鑑賞する。,在家看电影。,res://assets/sounds/Chapter7_Section3.mp3,102.1,105.67
911,これは有名な芸術家の物語だ。,这是一位知名艺术家的故事。,res://assets/sounds/Chapter7_Section3.mp3,108.12,112.83
912,この監督の映画は全て見ている。,这个导演的电影我都看过。,res://assets/sounds/Chapter7_Section3.mp3,115.19,119.87
913,ネットであらすじを見てから、映画を見に行く。,在网上看了概要后再去电影院看电影。,res://assets/sounds/Chapter7_Section3.mp3,122.11,127.18
914,どこかで聞いたようなありふれた話は、つまらない。,在哪里都听到过的平常事真是无聊。,res://assets/sounds/Chapter7_Section3.mp3,129.56,135.04
915,あの映画はばかばかしいストーリーだが、面白かった。,那个电影是个很荒谬的故事，但是很有意思。,res://assets/sounds/Chapter7_Section3.mp3,137.76,143.66
916,昨日の映画は退屈で、途中で寝てしまった。,昨天的电影很无聊，中途睡着了。,res://assets/sounds/Chapter7_Section3.mp3,147.8,153.59
917,このドラマに登場する人物は、みんなユニークだ。,这个电视剧中的登场人物个个都很独一无二。,res://assets/sounds/Chapter7_Section3.mp3,155.94,161.67
918,主役が死ぬ場面で大声で泣いてしまった。,主角死的场景，让我大哭了一场。,res://assets/sounds/Chapter7_Section3.mp3,163.95,169.32
919,ビジネスの場面では敬語を話すべきだ。,商务场合应该说敬语。,res://assets/sounds/Chapter7_Section3.mp3,169.32,174.27
920,このゲームは予想できない展開で、面白かった。,这个游戏的进展完全预料不到，很有意思。,res://assets/sounds/Chapter7_Section3.mp3,176.61,182.22
921,この話はテンポが速くて、あっという間に終わった。,这个故事进展得很快，一转眼就结束了。,res://assets/sounds/Chapter7_Section3.mp3,184.28,190.1
922,テンポの速い音楽の方が好きだ。,我喜欢拍子很快的音乐。,res://assets/sounds/Chapter7_Section3.mp3,190.1,194
923,彼の映画は評判がいいが、私は好きではない。,他的电影评价很好，但是我不喜欢。,res://assets/sounds/Chapter7_Section3.mp3,196.41,202.19
924,この監督の映画は海外で評価が高い。,这个导演的电影在海外评价很高。,res://assets/sounds/Chapter7_Section3.mp3,204.35,209.77
925,あの映画見たの？ 感想聞かせて。,那个电影看了吗？说说你的感想。,res://assets/sounds/Chapter7_Section3.mp3,212.22,216.84
926,人気映画の最新作が映画祭で賞をもらった。,人气电影的最新作品在电影节上获奖了。,res://assets/sounds/Chapter7_Section3.mp3,218.95,225.27
927,子どもの頃から書物に親しむことは大切だ。,从小让孩子接近书籍很重要。,res://assets/sounds/Chapter7_Section4.mp3,2.1,6.95
928,絵本は子どもだけじゃなく、大人にも人気だ。,绘本不仅受孩子欢迎，也受成年人欢迎。,res://assets/sounds/Chapter7_Section4.mp3,8.89,13.98
929,この小説家の作品は世界中で読まれている。,这个小说家的作品被全世界读者阅读。,res://assets/sounds/Chapter7_Section4.mp3,16.4,21.27
930,本屋で著者のサイン会が開かれている。,书店将召开作者签名会。,res://assets/sounds/Chapter7_Section4.mp3,23.37,28
931,この小説の書き手の気持ちが、わからない。,我不明白这本小说作者的心情。,res://assets/sounds/Chapter7_Section4.mp3,30.09,34.54
932,この著者のペンネームはユニークだ。,这个作者的笔名很特别。,res://assets/sounds/Chapter7_Section4.mp3,36.96,41.07
933,この物語の主人公は不思議な人物だ。,这个故事的主人公是个不可思议的角色。,res://assets/sounds/Chapter7_Section4.mp3,43.73,48.49
934,彼が書くストーリーにはロマンがある。,他写的故事充满了浪漫情怀。,res://assets/sounds/Chapter7_Section4.mp3,50.73,54.64
935,偉い人の伝記から生き方を学ぶ。,从伟人传记中学做人。,res://assets/sounds/Chapter7_Section4.mp3,56.74,61.19
936,ある野球選手の人生が本になった。,一个棒球运动员的人生写成了一本书。,res://assets/sounds/Chapter7_Section4.mp3,63.46,67.94
937,この本を読んでから、神話の世界に夢中だ。,看了这本书后沉浸在了神话的世界中。,res://assets/sounds/Chapter7_Section4.mp3,70.24,75.26
938,彼女の本を読んで、中世に興味を持つようになった。,读了她的书对中世纪产生了兴趣。,res://assets/sounds/Chapter7_Section4.mp3,77.77,83.25
939,これは世界の文明に関する本だ。,这是有关世界文明的书。,res://assets/sounds/Chapter7_Section4.mp3,85.68,90.14
940,この話は歴史に忠実に書かれている。,这个故事是忠于历史背景所写的。,res://assets/sounds/Chapter7_Section4.mp3,92.84,97.55
941,犬は主人に忠実だ。,狗对主人很忠诚。,res://assets/sounds/Chapter7_Section4.mp3,97.55,100.49
942,このまんがのストーリーは奇妙だ。,这个漫画的故事很奇妙。,res://assets/sounds/Chapter7_Section4.mp3,102.83,106.81
943,この記事から事件の背景がわかる。,通过这篇报道可以知道事件的背景。,res://assets/sounds/Chapter7_Section4.mp3,109.11,113.35
944,滝を背景に写真を撮った。,以瀑布为背景照相。,res://assets/sounds/Chapter7_Section4.mp3,113.35,117.05
945,この小説の話は実際に起こったことだ。,这个小说的故事是真实发生过的。,res://assets/sounds/Chapter7_Section4.mp3,119.24,124.4
946,文句の一つひとつに作家の個性が出ている。,一个一个句子里体现着作者的性格。,res://assets/sounds/Chapter7_Section4.mp3,126.66,131.63
947,文句ばかり言っていないで、行動しなさい。,不要老是抱怨，要行动起来。,res://assets/sounds/Chapter7_Section4.mp3,131.63,135.86
948,主人公は果たしてどうなるのだろうか。,主人公到底会怎么样？,res://assets/sounds/Chapter7_Section4.mp3,138.16,142.42
949,果たして、天気予報通りに台風が来た。,果然如天气预报报道的那样台风来了。,res://assets/sounds/Chapter7_Section4.mp3,142.42,147.15
950,こんな発想ができるなんて、彼は天才だ。,能有这种想法，他真是天才。,res://assets/sounds/Chapter7_Section4.mp3,149.34,153.98
951,地名の由来について知りたいなら、この辞典がいい。,想知道地名的由来的话，查这本词典就好。,res://assets/sounds/Chapter7_Section4.mp3,156.13,161.36
952,これは空想の世界の物語だ。,这是一个架空世界的故事。,res://assets/sounds/Chapter7_Section4.mp3,163.74,168.11
953,この話は10年前の事件を連想させる。,这个故事让人联想起10年前的事件。,res://assets/sounds/Chapter7_Section4.mp3,170.47,175.61
954,本の解釈は一つではない。読む人が決めればいい。,书的解释不只一个，读者自己决定就好。,res://assets/sounds/Chapter7_Section4.mp3,177.86,184.11
955,新作が発行されて、100万部も売れている。,新作发布，已经卖了100万部了。,res://assets/sounds/Chapter7_Section4.mp3,186.43,191.47
956,彼はデビュー以来、多くの名作を生み出している。,他出道以来创作了很多有名的作品。,res://assets/sounds/Chapter7_Section4.mp3,193.83,199.01
957,読書家の父の影響で、私もよく本を読む。,受到爱看书的父亲的影响，我也经常看书。,res://assets/sounds/Chapter7_Section4.mp3,201.44,206.87
958,子どもの頃、ピアノなどの習い事をしていた。,儿童时代学钢琴什么的。,res://assets/sounds/Chapter7_Section5.mp3,2.32,7.43
959,母は外出するとき、靴にこだわる。,妈妈出门时很讲究鞋子。,res://assets/sounds/Chapter7_Section5.mp3,9.52,13.79
960,そんなことに、いつまでこだわっているの？,这种事情你要追究到什么时候？,res://assets/sounds/Chapter7_Section5.mp3,13.79,17.66
961,彼はコーヒーの入れ方にこだわりがある。,他倒咖啡的时候有讲究。,res://assets/sounds/Chapter7_Section5.mp3,19.95,24.78
962,最近、父は釣りに凝っている。,最近爸爸在钓鱼上下工夫。,res://assets/sounds/Chapter7_Section5.mp3,26.71,30.86
963,弟はオンラインゲームに熱中している。,弟弟热衷于玩网络游戏。,res://assets/sounds/Chapter7_Section5.mp3,33.16,38.09
964,海外の絵をコレクションしている。,我收藏外国画。,res://assets/sounds/Chapter7_Section5.mp3,40.22,43.97
965,先生は多彩な趣味を持っている。,老师有丰富多彩的爱好。,res://assets/sounds/Chapter7_Section5.mp3,46.29,50.76
966,写真を始めたが、まだまだ素人だ。,开始拍照了，但我还是新手。,res://assets/sounds/Chapter7_Section5.mp3,52.95,57.84
967,この教室は茶道の初心者でも、ていねいに教える。,这个茶道教室对初学者也耐心教导。,res://assets/sounds/Chapter7_Section5.mp3,60.1,65.81
968,本格的に絵を習うことにした。,决定正式开始学习画画。,res://assets/sounds/Chapter7_Section5.mp3,68.38,72.64
969,父は自分のことを「釣りの名人」と呼んでいる。,爸爸把自己称作“钓鱼能手”。,res://assets/sounds/Chapter7_Section5.mp3,75.02,80.42
970,彼との共通の趣味はクラシック音楽だ。,和他共同的爱好是古典音乐。,res://assets/sounds/Chapter7_Section5.mp3,82.8,87.76
971,ジョギングがブームになって、何年も経つ。,跑步成为一股热潮并会持续好几年。,res://assets/sounds/Chapter7_Section5.mp3,89.82,94.21
972,週末はいつも、アウトドアを楽しんでいる。,周末一直享受户外活动。,res://assets/sounds/Chapter7_Section5.mp3,96.44,101.02
973,母から編み物を教わっている。,向妈妈请教编织。,res://assets/sounds/Chapter7_Section5.mp3,103.43,107.17
974,宴会で趣味の手品を見てもらった。,在宴会上让大家看了我作为兴趣爱好的魔术。,res://assets/sounds/Chapter7_Section5.mp3,109.26,113.63
975,占いが好きで、本を買って勉強している。,喜欢占卜，买了书学习。,res://assets/sounds/Chapter7_Section5.mp3,115.78,120.87
976,先月から手話の教室に通い始めた。,上个月开始去手语教室上课了。,res://assets/sounds/Chapter7_Section5.mp3,122.93,127.87
977,留学をきっかけに、日本の伝統に興味を持った。,以留学为契机，对日本传统开始感兴趣了。,res://assets/sounds/Chapter7_Section5.mp3,130.19,135.79
978,日本で生け花や茶道の作法を学びたい。,想在日本学插花及茶道的礼法。,res://assets/sounds/Chapter7_Section5.mp3,138,143.2
979,先週、風景や建物を、たくさん撮影した。,上周拍了很多风景和建筑。,res://assets/sounds/Chapter7_Section5.mp3,145.6,151.07
980,このレンズはカメラより高かった。,这个镜头比照相机还要贵。,res://assets/sounds/Chapter7_Section5.mp3,153.33,157.44
981,毎週月曜日に宝くじを買う。,每周一买彩票。,res://assets/sounds/Chapter7_Section5.mp3,159.79,164.14
982,宝くじで10万円当たった。,买彩票中了10万日元。,res://assets/sounds/Chapter7_Section5.mp3,166.14,170.04
983,野球のボールが当たって、腕にけがをした。,被棒球打到，手背受伤了。,res://assets/sounds/Chapter7_Section5.mp3,170.04,174.56
984,ギターがうまくなるコツを知りたい。,想知道弹好吉他的诀窍。,res://assets/sounds/Chapter7_Section5.mp3,176.73,180.6
985,決定的瞬間の動画をサイトにアップする。,把决定性瞬间的视频上传到了网上。,res://assets/sounds/Chapter7_Section5.mp3,183,188.26
986,四角い箱を組み合わせて棚を作る。,组合四方形的箱子搭一个架子。,res://assets/sounds/Chapter7_Section5.mp3,190.81,195.55
987,好きな物は、いつも身近に置いておきたい。,喜欢的东西一直都放在身边。,res://assets/sounds/Chapter7_Section5.mp3,199.47,204.26
988,世間は身近な問題に興味を持つ。,世人对身边的问题都感兴趣。,res://assets/sounds/Chapter7_Section5.mp3,204.26,209.08
